UKER;;KC Purwakarta;KC Subang;KC Indramayu;KC Jatibarang;KC Pamanukan;KC Sumedang;KC Majalengka;KC Cirebon Gunung Jati;KC Kuningan;KC Cirebon Kartini;KC Singaparna;KC Tasikmalaya;KC Garut;KC Ciamis;KC Banjar;KC Cibadak;KC Sukabumi;KC Cimahi;KC Cianjur;KC Soreang;KC Majalaya;KC Bandung Sukarno Hatta;KC Bandung A.H. Nasution;KC Bandung Dewi Sartika;KC Bandung Setiabudi;KC Bandung Naripan;KC Bandung Kopo;KC Bandung Dago;KC Bandung Martadinata;KC Bandung AA
17-Aug;DPK; 452 ; 476 ; 630 ; 307 ; 392 ; 506 ; 348 ; 594 ; 613 ; 1.790 ; 408 ; 642 ; 713 ; 330 ; 330 ; 440 ; 496 ; 1.972 ; 637 ; 417 ; 388 ; 1.175 ; 1.525 ; 2.332 ; 723 ; 967 ; 1.181 ; 1.204 ; 1.213 ; 2.141 
18-Aug;DPK; 459 ; 482 ; 625 ; 307 ; 394 ; 503 ; 348 ; 590 ; 610 ; 1.788 ; 411 ; 647 ; 830 ; 331 ; 327 ; 447 ; 464 ; 1.972 ; 636 ; 397 ; 390 ; 1.100 ; 1.512 ; 2.303 ; 719 ; 964 ; 1.183 ; 1.178 ; 1.193 ; 2.139 
19-Aug;DPK; 450 ; 478 ; 625 ; 307 ; 391 ; 503 ; 349 ; 590 ; 611 ; 1.783 ; 403 ; 639 ; 730 ; 330 ; 327 ; 437 ; 461 ; 1.976 ; 634 ; 409 ; 388 ; 1.107 ; 1.507 ; 2.311 ; 722 ; 969 ; 1.182 ; 1.183 ; 1.195 ; 2.136 
20-Aug;DPK; 453 ; 478 ; 621 ; 305 ; 388 ; 501 ; 348 ; 596 ; 611 ; 1.790 ; 401 ; 636 ; 700 ; 330 ; 321 ; 432 ; 464 ; 1.957 ; 640 ; 419 ; 385 ; 1.089 ; 1.505 ; 2.308 ; 720 ; 958 ; 1.200 ; 1.188 ; 984 ; 2.140 
21-Aug;DPK; 446 ; 477 ; 625 ; 301 ; 399 ; 504 ; 351 ; 610 ; 614 ; 1.805 ; 414 ; 648 ; 701 ; 335 ; 322 ; 436 ; 501 ; 1.960 ; 644 ; 428 ; 433 ; 1.118 ; 1.518 ; 2.574 ; 725 ; 969 ; 1.229 ; 1.231 ; 932 ; 2.141 
22-Aug;DPK; 443 ; 474 ; 621 ; 300 ; 399 ; 502 ; 351 ; 609 ; 611 ; 1.798 ; 407 ; 650 ; 700 ; 334 ; 324 ; 438 ; 501 ; 1.956 ; 641 ; 426 ; 435 ; 1.120 ; 1.516 ; 2.575 ; 725 ; 968 ; 1.233 ; 1.232 ; 937 ; 2.142 
23-Aug;DPK; 441 ; 472 ; 621 ; 299 ; 396 ; 500 ; 353 ; 607 ; 608 ; 1.795 ; 405 ; 648 ; 701 ; 333 ; 321 ; 437 ; 501 ; 1.953 ; 642 ; 426 ; 436 ; 1.119 ; 1.515 ; 2.575 ; 726 ; 966 ; 1.234 ; 1.234 ; 934 ; 2.132 
24-Aug;DPK; 450 ; 483 ; 629 ; 301 ; 416 ; 502 ; 351 ; 610 ; 616 ; 1.796 ; 404 ; 639 ; 698 ; 330 ; 324 ; 443 ; 479 ; 1.969 ; 639 ; 434 ; 436 ; 1.110 ; 1.518 ; 2.577 ; 730 ; 975 ; 1.212 ; 1.203 ; 967 ; 2.165 
25-Aug;DPK; 448 ; 481 ; 625 ; 297 ; 416 ; 501 ; 348 ; 602 ; 615 ; 1.797 ; 402 ; 643 ; 693 ; 329 ; 324 ; 440 ; 479 ; 1.970 ; 637 ; 431 ; 438 ; 1.109 ; 1.515 ; 2.579 ; 730 ; 968 ; 1.213 ; 1.202 ; 968 ; 2.166 
26-Aug;DPK; 459 ; 483 ; 619 ; 298 ; 409 ; 499 ; 347 ; 597 ; 614 ; 1.799 ; 402 ; 639 ; 710 ; 330 ; 323 ; 440 ; 475 ; 1.972 ; 637 ; 434 ; 386 ; 1.082 ; 1.524 ; 2.576 ; 736 ; 967 ; 1.132 ; 1.204 ; 961 ; 2.169 
27-Aug;DPK; 462 ; 489 ; 610 ; 294 ; 409 ; 503 ; 345 ; 596 ; 609 ; 1.792 ; 400 ; 640 ; 736 ; 332 ; 320 ; 442 ; 474 ; 1.973 ; 639 ; 431 ; 388 ; 1.091 ; 1.553 ; 2.584 ; 748 ; 984 ; 1.157 ; 1.207 ; 953 ; 2.166 
