UKER;KC Purwakarta;KC Subang;KC Indramayu;KC Jatibarang;KC Pamanukan;KC Sumedang;KC Majalengka;KC Cirebon Gunung Jati;KC Kuningan;KC Cirebon Kartini;KC Singaparna;KC Tasikmalaya;KC Garut;KC Ciamis;KC Banjar;KC Cibadak;KC Sukabumi;KC Cimahi;KC Cianjur;KC Soreang;KC Majalaya;KC Bandung Sukarno Hatta;KC Bandung A.H. Nasution;KC Bandung Dewi Sartika;KC Bandung Setiabudi;KC Bandung Naripan;KC Bandung Kopo;KC Bandung Dago;KC Bandung Martadinata;KC Bandung AA
15-Feb;GIRO; 189 ; 125 ; 93 ; 35 ; 76 ; 72 ; 96 ; 93 ; 59 ; 271 ; 51 ; 109 ; 114 ; 74 ; 62 ; 86 ; 90 ; 138 ; 60 ; 72 ; 20 ; 177 ; 184 ; 3.138 ; 107 ; 291 ; 94 ; 216 ; 121 ; 4.711 
16-Feb;GIRO; 190 ; 126 ; 93 ; 35 ; 76 ; 72 ; 96 ; 92 ; 59 ; 271 ; 51 ; 109 ; 114 ; 74 ; 62 ; 85 ; 90 ; 137 ; 60 ; 72 ; 20 ; 176 ; 185 ; 3.134 ; 107 ; 290 ; 94 ; 217 ; 121 ; 4.717 
17-Feb;GIRO; 190 ; 126 ; 93 ; 35 ; 76 ; 72 ; 96 ; 92 ; 59 ; 271 ; 51 ; 109 ; 114 ; 74 ; 62 ; 85 ; 90 ; 137 ; 60 ; 72 ; 20 ; 176 ; 185 ; 3.129 ; 108 ; 290 ; 94 ; 217 ; 122 ; 4.723 
18-Feb;GIRO; 191 ; 127 ; 92 ; 35 ; 76 ; 72 ; 96 ; 92 ; 59 ; 272 ; 51 ; 109 ; 114 ; 74 ; 62 ; 85 ; 90 ; 136 ; 60 ; 72 ; 20 ; 176 ; 185 ; 3.121 ; 108 ; 289 ; 94 ; 217 ; 122 ; 4.728 
19-Feb;GIRO; 191 ; 127 ; 92 ; 35 ; 76 ; 72 ; 96 ; 92 ; 59 ; 272 ; 51 ; 109 ; 114 ; 74 ; 62 ; 85 ; 90 ; 136 ; 60 ; 72 ; 20 ; 175 ; 186 ; 3.113 ; 108 ; 289 ; 94 ; 217 ; 122 ; 4.734 
20-Feb;GIRO; 192 ; 128 ; 92 ; 35 ; 76 ; 72 ; 96 ; 92 ; 59 ; 272 ; 51 ; 109 ; 114 ; 74 ; 61 ; 86 ; 90 ; 135 ; 60 ; 72 ; 20 ; 175 ; 186 ; 3.113 ; 108 ; 289 ; 94 ; 218 ; 122 ; 4.750 
21-Feb;GIRO; 192 ; 129 ; 92 ; 35 ; 76 ; 72 ; 96 ; 91 ; 59 ; 272 ; 51 ; 109 ; 114 ; 74 ; 61 ; 86 ; 90 ; 134 ; 60 ; 72 ; 20 ; 174 ; 186 ; 3.112 ; 108 ; 288 ; 94 ; 219 ; 122 ; 4.765 
22-Feb;GIRO; 193 ; 129 ; 92 ; 36 ; 76 ; 72 ; 96 ; 91 ; 59 ; 272 ; 51 ; 109 ; 113 ; 74 ; 61 ; 86 ; 90 ; 134 ; 60 ; 72 ; 20 ; 174 ; 186 ; 3.112 ; 108 ; 288 ; 95 ; 219 ; 122 ; 4.780 
23-Feb;GIRO; 193 ; 130 ; 92 ; 36 ; 77 ; 72 ; 96 ; 91 ; 59 ; 272 ; 51 ; 109 ; 113 ; 74 ; 61 ; 86 ; 90 ; 134 ; 60 ; 72 ; 20 ; 174 ; 187 ; 3.110 ; 108 ; 287 ; 95 ; 220 ; 122 ; 4.795 
24-Feb;GIRO; 194 ; 130 ; 93 ; 36 ; 77 ; 72 ; 96 ; 91 ; 59 ; 271 ; 52 ; 109 ; 113 ; 74 ; 61 ; 86 ; 89 ; 133 ; 60 ; 72 ; 20 ; 173 ; 187 ; 3.108 ; 108 ; 287 ; 94 ; 220 ; 122 ; 4.804 
